{'start': 0.979, 'duration': 5.141, 'text': 'с подключением Удивительно как быстро'}
{'start': 228.42, 'duration': 5.399, 'text': 'очень мило А если конечно забыть о'}
{'start': 230.94, 'duration': 4.5, 'text': 'репрессиях против фигуров в Китае видосы'}
{'start': 233.819, 'duration': 3.601, 'text': 'хайтуны не появляются почему-то'}
{'start': 235.44, 'duration': 4.5, 'text': 'контрационные лагеря или лагеря'}
{'start': 237.42, 'duration': 4.86, 'text': 'перевоспитания она просто показывает'}
{'start': 239.94, 'duration': 5.04, 'text': 'милую картинку создавая впечатление что'}
{'start': 242.28, 'duration': 4.26, 'text': "там всё О'кей другой вопрос как эти"}
{'start': 244.98, 'duration': 3.36, 'text': 'видео вообще попадает на YouTube в Китае'}
{'start': 246.54, 'duration': 3.839, 'text': 'ты не можешь просто взять и залить видео'}
{'start': 248.34, 'duration': 3.84, 'text': 'на свой канал площадка там заблокирована'}
{'start': 250.379, 'duration': 4.021, 'text': 'нужен VPN если ты пользуешься'}
{'start': 252.18, 'duration': 4.26, 'text': 'нелегальным тебя могут оштрафовать или'}
{'start': 254.4, 'duration': 3.72, 'text': 'даже посадить в тюрьму ставили кто-то'}
{'start': 256.44, 'duration': 3.9, 'text': 'так поставлять себя под чтобы просто'}
{'start': 258.12, 'duration': 4.82, 'text': 'рассказать на своей личном канале как в'}
{'start': 260.34, 'duration': 2.6, 'text': 'Китае растёт'}
{'start': 263.6, 'duration': 4.599, 'text': 'это частные случаи одной большой'}
{'start': 266.4, 'duration': 3.48, 'text': 'проблемы политики корпоративные'}
{'start': 268.199, 'duration': 4.381, 'text': 'менеджеры считают что имеют право влияет'}
{'start': 269.88, 'duration': 6.44, 'text': 'на наши с тобой взгляд правда вы думаете'}
{'start': 272.58, 'duration': 3.74, 'text': 'что эта идея плохая или продукт'}
{'start': 279.78, 'duration': 3.84, 'text': 'И все же интернет держится не на'}
{'start': 282.24, 'duration': 3.6, 'text': 'корпорациях которые пытаются его'}
{'start': 283.62, 'duration': 3.9, 'text': 'контролировать а на ком конечно найти'}
{'start': 285.84, 'duration': 3.299, 'text': 'специалистах Ну а что вы думали'}
{'start': 287.52, 'duration': 3.3, 'text': 'становимся одним из них тут же сам'}
{'start': 289.139, 'duration': 4.081, 'text': 'сможешь выбрать сторону на какой Тебе'}
{'start': 290.82, 'duration': 5.52, 'text': 'комфортно перфорат На мат или просто'}
{'start': 293.22, 'duration': 5.16, 'text': 'ламповый а помочь разобраться во всем'}
{'start': 296.34, 'duration': 3.6, 'text': 'многообразии профессий вы предполагающее'}
{'start': 298.38, 'duration': 3.66, 'text': 'обучиться и помогут в компьютерной'}
{'start': 299.94, 'duration': 4.319, 'text': 'академии YouTube это крупнейшая'}
{'start': 302.04, 'duration': 4.62, 'text': 'Федеральная оффлайн идти Академия с'}
{'start': 304.259, 'duration': 4.201, 'text': 'аудиториями в 200 городах России'}
{'start': 306.66, 'duration': 3.84, 'text': 'небольшая группа персонала человеку'}
{'start': 308.46, 'duration': 3.6, 'text': 'удобные локации современные классы с'}
{'start': 310.5, 'duration': 3.78, 'text': 'новым оборудованием и настоящее обучение'}
{'start': 312.06, 'duration': 4.32, 'text': 'вы сможете в живу учиться у специалистов'}
{'start': 314.28, 'duration': 3.66, 'text': 'ведущих хайки компании с опытом работы'}
{'start': 316.38, 'duration': 4.379, 'text': 'минимум 5 лет программа обучения'}
{'start': 317.94, 'duration': 3.62, 'text': 'составлена ведущими методистами и'}
{'start': 320.759, 'duration': 3.361, 'text': 'спицами'}
{'start': 321.56, 'duration': 3.54, 'text': 'ещё немножко о цифр за 2022 год'}
{'start': 324.12, 'duration': 4.799, 'text': 'количество'}
{'start': 325.1, 'duration': 6.76, 'text': 'на 72% количество режима всего на 20%. в'}
{'start': 328.919, 'duration': 4.521, 'text': '2030 году в России будут более 2.5 млн'}
{'start': 331.86, 'duration': 3.66, 'text': 'агрессии для специалистов'}
{'start': 333.44, 'duration': 3.699, 'text': 'это при том что в большинстве из них'}
{'start': 335.52, 'duration': 3.54, 'text': 'можно будет работать удалённо научиться'}
{'start': 337.139, 'duration': 3.681, 'text': 'тоже кстати можно будет туда и он сам'}
{'start': 339.06, 'duration': 4.44, 'text': 'востре'}
{'start': 340.82, 'duration': 4.9, 'text': 'смотреть от общего числа вакансий в этой'}
{'start': 343.5, 'duration': 4.62, 'text': 'области именно это специальности мы'}
{'start': 345.72, 'duration': 4.68, 'text': 'можете тут обучиться но есть и филиалы'}
{'start': 348.12, 'duration': 4.56, 'text': 'Да с живыми лекциями парами'}
{'start': 350.4, 'duration': 4.859, 'text': 'преподавателями после обучения тебя ждет'}
{'start': 352.68, 'duration': 4.739, 'text': 'карьерный центр который будет платить но'}
{'start': 355.259, 'duration': 4.021, 'text': 'устраивает тебя на работу тем более что'}
{'start': 357.419, 'duration': 4.381, 'text': 'у тебя уже будет государственный диплом'}
{'start': 359.28, 'duration': 5.04, 'text': 'и шикарно роскошный опыт и знания для'}
{'start': 361.8, 'duration': 4.5, 'text': 'профессии программе выпускники'}
{'start': 364.32, 'duration': 4.74, 'text': 'рекомендуют Академию высокие рейтинги и'}
{'start': 366.3, 'duration': 3.78, 'text': 'отзывы это подтверждают просто сейчас Вы'}
{'start': 369.06, 'duration': 2.699, 'text': 'можете получить бесплатно подарок'}
{'start': 370.08, 'duration': 3.959, 'text': 'подготовительными курса и скидку на'}
{'start': 371.759, 'duration': 4.981, 'text': 'полную программу обучения по ссылке'}
{'start': 374.039, 'duration': 5.6, 'text': 'скидка в 50%, это не благодарите или'}
{'start': 376.74, 'duration': 2.899, 'text': 'благодарите'}
{'start': 380.22, 'duration': 3.84, 'text': 'но видимо мы должны быть вообще'}
{'start': 382.02, 'duration': 3.6, 'text': 'благодарны что нам еще что-то доказывают'}
{'start': 384.06, 'duration': 3.06, 'text': 'могут в принципе не показывать мы'}
{'start': 385.62, 'duration': 3.299, 'text': 'драться в соцсетях фильтруют не только'}
{'start': 387.12, 'duration': 4.079, 'text': 'неприемлемый контент иногда соцсеть'}
{'start': 388.919, 'duration': 4.981, 'text': 'выпиливают что-то просто потому что'}
{'start': 391.199, 'duration': 4.321, 'text': 'считает это что-то неправильным А в 2020'}
{'start': 393.9, 'duration': 3.38, 'text': 'году нью-йорк пост выпустила'}
{'start': 395.52, 'duration': 3.66, 'text': 'расследование о связи Хантера байдена'}
{'start': 397.28, 'duration': 4.479, 'text': 'кандидата президента с украинским'}
{'start': 399.18, 'duration': 4.019, 'text': 'газовым холодом стоя была основана на'}
{'start': 401.759, 'duration': 4.761, 'text': 'электронных письмах в ноутбуке которых'}
{'start': 403.199, 'duration': 5.401, 'text': 'кто-то оставил в ремонте капов'}
{'start': 406.52, 'duration': 4.299, 'text': 'представляете Там ещё была такая штука'}
{'start': 408.6, 'duration': 6.18, 'text': 'что мастер который получил этот ком'}
{'start': 410.819, 'duration': 6.541, 'text': 'понял что это государственное машина и'}
{'start': 414.78, 'duration': 3.8, 'text': 'решил её вернуть ФБР и ФБР на это никак'}
{'start': 417.36, 'duration': 3.54, 'text': 'не отреагирует'}
{'start': 418.58, 'duration': 5.44, 'text': 'даже были слушания в конгрессе которые'}
{'start': 420.9, 'duration': 6.68, 'text': 'спрашивали ребята из ФБР А что это вы за'}
{'start': 424.02, 'duration': 3.56, 'text': 'что это вы едите свой хлебашек'}
{'start': 428.96, 'duration': 3.7, 'text': 'расследование действительно можно'}
{'start': 430.68, 'duration': 3.54, 'text': 'назвать сомнительным Возможно на не зря'}
{'start': 432.66, 'duration': 4.28, 'text': 'появилась за несколько недель до выборов'}
{'start': 434.22, 'duration': 2.72, 'text': 'президента США'}
{'start': 440.16, 'duration': 3.9, 'text': 'его распространение твидер вообще'}
{'start': 442.319, 'duration': 3.78, 'text': 'блокировал ссылку если пользователи'}
{'start': 444.06, 'duration': 4.74, 'text': 'пытались ей поделиться в своем аккаунте'}
{'start': 446.099, 'duration': 4.081, 'text': 'или в личке позже Маск купил Twitter И'}
{'start': 448.8, 'duration': 2.76, 'text': 'затролил вообще всех предоставить'}
{'start': 450.18, 'duration': 3.66, 'text': 'журналисту переписку об этой истории'}
{'start': 451.56, 'duration': 3.96, 'text': 'оказалось что ФБР предупредила все'}
{'start': 453.84, 'duration': 3.66, 'text': 'медиаплатформы России обязательно'}
{'start': 455.52, 'duration': 3.54, 'text': 'пытается вмешаться в выбор поэтому'}
{'start': 457.5, 'duration': 2.759, 'text': 'сотрудники твиттера решили что'}
{'start': 459.06, 'duration': 2.759, 'text': 'расследование нью-йоркпост это'}
{'start': 460.259, 'duration': 3.361, 'text': 'Российская Пропаганда А значит'}
{'start': 461.819, 'duration': 4.141, 'text': 'пользователям на это смотреть не стоит'}
{'start': 463.62, 'duration': 4.68, 'text': 'дело дошло до Федеральной избирательной'}
{'start': 465.96, 'duration': 4.5, 'text': 'комиссии США ответят заявил что забанил'}
{'start': 468.3, 'duration': 3.839, 'text': 'статью потому что её правила Запрещают'}
{'start': 470.46, 'duration': 4.679, 'text': 'распространять контент который получит'}
{'start': 472.139, 'duration': 6.62, 'text': 'путем взлом Но разве не на слёз'}
{'start': 475.139, 'duration': 3.62, 'text': 'построены буквально тысячи журналистов'}
{'start': 479.36, 'duration': 5.38, 'text': 'собственно летит называется США'}
{'start': 500.099, 'duration': 4.201, 'text': 'расследование сам Маск после покупки'}
{'start': 502.56, 'duration': 4.319, 'text': 'Twitter оказался не таким любителем'}
{'start': 504.3, 'duration': 4.44, 'text': 'Свободы слова как утверждал Я уже тебе'}
{'start': 506.879, 'duration': 4.021, 'text': 'как-то об этом рассказывал но напомню он'}
{'start': 508.74, 'duration': 3.96, 'text': 'забанил аккаунт и манжет который сидел'}
{'start': 510.9, 'duration': 3.12, 'text': 'за его частным самолетом забанил'}
{'start': 512.7, 'duration': 3.42, 'text': 'пользователей которые начали выдавать'}
{'start': 514.02, 'duration': 4.34, 'text': 'всегда замазка угарая над его на'}
{'start': 516.12, 'duration': 5.159, 'text': 'поведением А честно говоря'}
{'start': 518.36, 'duration': 4.84, 'text': 'да простят меня маска дрочеры Великий'}
{'start': 521.279, 'duration': 3.841, 'text': 'визионер оказался довольна мелочным'}
{'start': 523.2, 'duration': 3.74, 'text': 'поганцем После своего ухода с поста'}
{'start': 525.12, 'duration': 4.56, 'text': 'главы твиттера вместо себя он оставил'}
{'start': 526.94, 'duration': 4.54, 'text': 'человека из моим миди который так'}
{'start': 529.68, 'duration': 4.099, 'text': 'холодно в начале своего был остыла'}
{'start': 531.48, 'duration': 2.299, 'text': 'стритером'}
{'start': 534.2, 'duration': 4.72, 'text': 'из-за желания корпорации управлять всем'}
{'start': 536.94, 'duration': 4.86, 'text': 'нельзя даже Кино на вечер себе нормально'}
{'start': 538.92, 'duration': 5.22, 'text': 'выбрать так сайты кинематографе IMDb'}
{'start': 541.8, 'duration': 4.02, 'text': 'принадлежит компания Amazon Поэтому в'}
{'start': 544.14, 'duration': 4.02, 'text': 'среднем ушел от амазона на сайте'}
{'start': 545.82, 'duration': 4.62, 'text': 'оценивается выше чем сериал от netflix и'}
{'start': 548.16, 'duration': 3.96, 'text': 'hbo это кстати подтверждено и'}
{'start': 550.44, 'duration': 4.14, 'text': 'независимыми исследованиями и даже'}
{'start': 552.12, 'duration': 4.38, 'text': 'собственным пресс-релизомби после выхода'}
{'start': 554.58, 'duration': 3.9, 'text': 'сериала кольца власти которые не'}
{'start': 556.5, 'duration': 3.32, 'text': 'понравился пользователям цензура на'}
{'start': 558.48, 'duration': 3.96, 'text': 'платформе обернулась большим скандалом'}
{'start': 559.82, 'duration': 5.079, 'text': 'IMDb начал стирать негативные отзывы на'}
{'start': 562.44, 'duration': 4.68, 'text': 'сериале чтобы его оценка была повыше и'}
{'start': 564.899, 'duration': 4.321, 'text': 'если ты смотришь Сейчас в сторону гнилых'}
{'start': 567.12, 'duration': 4.56, 'text': 'помидор то не стоит сайт отзывы'}
{'start': 569.22, 'duration': 5.239, 'text': 'принадлежит компания фанданга которая в'}
{'start': 571.68, 'duration': 4.62, 'text': 'свою очередь делят nbc'}
{'start': 574.459, 'duration': 4.361, 'text': 'universals и там тоже происходит'}
{'start': 576.3, 'duration': 4.979, 'text': 'волшебство с рейтингами то классический'}
{'start': 578.82, 'duration': 4.199, 'text': 'фильм гражданин упал в рейтинге и его'}
{'start': 581.279, 'duration': 5.601, 'text': 'Обогнал детское кино про Медведева'}
{'start': 583.019, 'duration': 3.861, 'text': 'падает два Дитер которого'}
{'start': 589.82, 'duration': 3.579, 'text': 'завелись фейковыми положительными'}
{'start': 591.839, 'duration': 3.481, 'text': 'отзывами'}
{'start': 593.399, 'duration': 3.901, 'text': 'затащил рейтинг хочу посмотреть и'}
{'start': 595.32, 'duration': 4.62, 'text': 'комменты под фильмами в самые тот момент'}
{'start': 597.3, 'duration': 5.3, 'text': 'когда оценка у фильма Капитан Марвел'}
{'start': 599.94, 'duration': 4.74, 'text': 'скатилась до 20%. мы живем во время'}
{'start': 602.6, 'duration': 4.0, 'text': 'интернет-дуализма с одной стороны у нас'}
{'start': 604.68, 'duration': 3.659, 'text': 'есть эффект Стрейзанд и дата хордор'}
{'start': 606.6, 'duration': 4.08, 'text': 'поэтому здесь из интернета любую новость'}
{'start': 608.339, 'duration': 4.261, 'text': 'которая туда уже попала очень сложно с'}
{'start': 610.68, 'duration': 3.839, 'text': 'другой некоторые новости не попадут в'}
{'start': 612.6, 'duration': 4.38, 'text': 'интернет потому что у них есть хозяева'}
{'start': 614.519, 'duration': 4.741, 'text': 'так и хозяева есть у СМИ которые их'}
{'start': 616.98, 'duration': 4.2, 'text': 'распространяют собственные Медиа есть у'}
{'start': 619.26, 'duration': 4.62, 'text': 'политиков и бизнесменов экс-президент'}
{'start': 621.18, 'duration': 4.2, 'text': 'Италии Берлускони владеет медиасета'}
{'start': 623.88, 'duration': 3.98, 'text': 'основной части теракт компании страны'}
{'start': 625.38, 'duration': 4.44, 'text': 'треть частных Медиа в Чехии принадлежит'}
{'start': 627.86, 'duration': 4.539, 'text': 'экс-премьер-министру страны Андрею'}
{'start': 629.82, 'duration': 4.38, 'text': 'бабичу и Да они принадлежали ему экодон'}
{'start': 632.399, 'duration': 4.681, 'text': 'был премьер-министром независимые здания'}
{'start': 634.2, 'duration': 5.22, 'text': 'он тупо Обменял в клинике Джефф безос'}
{'start': 637.08, 'duration': 5.34, 'text': 'этого внезапно в Вашингтон пост сенатор'}
{'start': 639.42, 'duration': 6.24, 'text': 'для антейлар Старт миллионер Патрик'}
{'start': 642.42, 'duration': 5.64, 'text': 'суншот лос-анджелес таймс и так далее'}
{'start': 645.66, 'duration': 4.2, 'text': 'а они не вычеркивают плохие новости себе'}
{'start': 648.06, 'duration': 3.779, 'text': 'это было бы слишком глупо в статья'}
{'start': 649.86, 'duration': 3.78, 'text': 'хавжингтон пост обедайся всегда есть три'}
{'start': 651.839, 'duration': 3.541, 'text': 'марки что он владеет газеты они'}
{'start': 653.64, 'duration': 4.379, 'text': 'упоминают нарративом Принимая'}
{'start': 655.38, 'duration': 4.92, 'text': 'стратегические решения И о чем Медиа в'}
{'start': 658.019, 'duration': 4.081, 'text': 'принципе рассказывать Медиа Watch Dogs'}
{'start': 660.3, 'duration': 3.96, 'text': 'даже публикует ежегодный рейтинг тем'}
{'start': 662.1, 'duration': 4.22, 'text': 'которые СМИ предпочли почему-то не'}
{'start': 664.26, 'duration': 3.9, 'text': 'подхватывать хотя в норме они бесконечно'}
{'start': 666.32, 'duration': 4.36, 'text': 'перепечатывают друг друга например'}
{'start': 668.16, 'duration': 4.2, 'text': 'журналисты слажь выяснили что крупной'}
{'start': 670.68, 'duration': 3.36, 'text': 'политики США рассуждают о сокращении'}
{'start': 672.36, 'duration': 3.96, 'text': 'выбросов и одновременно инвестируют'}
{'start': 674.04, 'duration': 3.539, 'text': 'ископаемое топливо только председатель'}
{'start': 676.32, 'duration': 3.42, 'text': 'комитета по энергетике природным'}
{'start': 677.579, 'duration': 4.94, 'text': 'ресурсам Джо мшан вложил в ней гасят'}
{'start': 679.74, 'duration': 6.44, 'text': 'прочее больше пяти лябаса остальные сны'}
{'start': 682.519, 'duration': 6.221, 'text': 'промолчали ни одно крупное новое слово'}
{'start': 686.18, 'duration': 5.26, 'text': 'распространяться расследовании минпрост'}
{'start': 688.74, 'duration': 4.74, 'text': 'насчёт фонда Била и Мелис потому что'}
{'start': 691.44, 'duration': 6.019, 'text': 'Согласно расследованию фольгийцев'}
{'start': 693.48, 'duration': 6.12, 'text': 'отстегнул минимум 319 млн долларов'}
{'start': 697.459, 'duration': 4.241, 'text': 'журналистам в списке получателей'}
{'start': 699.6, 'duration': 5.22, 'text': 'крупнейший новостные агентства США типа'}
{'start': 701.7, 'duration': 5.52, 'text': 'CNN и nbc иностранные издания BBC'}
{'start': 704.82, 'duration': 5.04, 'text': 'financial Times der шпигель Ай Джазира'}
{'start': 707.22, 'duration': 4.38, 'text': 'даже беро журналистских расследований то'}
{'start': 709.86, 'duration': 4.2, 'text': 'есть рассказывает об этом расследовании'}
{'start': 711.6, 'duration': 5.76, 'text': 'все равно что сообщите знаете а мы взяли'}
{'start': 714.06, 'duration': 5.519, 'text': 'денег чуть-чуть у спикера пытается'}
{'start': 717.36, 'duration': 4.979, 'text': 'гейтсы напрямую формировать например'}
{'start': 719.579, 'duration': 4.921, 'text': 'фондал денег изданию тест истреблю на'}
{'start': 722.339, 'duration': 3.721, 'text': 'обсуждение реформы образования при этом'}
{'start': 724.5, 'duration': 4.74, 'text': 'Билл Гейтс открыто поддерживает движение'}
{'start': 726.06, 'duration': 5.82, 'text': 'за частные школы на государственные'}
{'start': 729.24, 'duration': 5.159, 'text': 'деньги О чём он будут статьи можно'}
{'start': 731.88, 'duration': 4.019, 'text': 'догадываться если своё медиа ты пока не'}
{'start': 734.399, 'duration': 3.481, 'text': 'прикупил можно начинать давить на другие'}
{'start': 735.899, 'duration': 4.38, 'text': 'сейчас в Великобритании разрабатывает'}
{'start': 737.88, 'duration': 4.76, 'text': 'меры против собственного закона А'}
{'start': 740.279, 'duration': 4.441, 'text': 'димации корпорации политики миллионеры'}
{'start': 742.64, 'duration': 3.639, 'text': 'повадились использовать этот закон в'}
{'start': 744.72, 'duration': 3.72, 'text': 'своих интересах стоит расследовательно'}
{'start': 746.279, 'duration': 4.5, 'text': 'копать что-нибудь интересное как на него'}
{'start': 748.44, 'duration': 4.139, 'text': 'Подают в суд Дело в том что судебные'}
{'start': 750.779, 'duration': 4.921, 'text': 'дела такого рода в королевстве очень'}
{'start': 752.579, 'duration': 5.041, 'text': 'долго длятся и очень дорого стоит ещё'}
{'start': 755.7, 'duration': 3.96, 'text': 'довер- диктор журналист или издания'}
{'start': 757.62, 'duration': 4.08, 'text': 'просто разорятся на адвоката поэтому им'}
{'start': 759.66, 'duration': 3.6, 'text': 'проще сдать назад вопрос британских'}
{'start': 761.7, 'duration': 4.199, 'text': 'журналистов уже показал что они'}
{'start': 763.26, 'duration': 5.1, 'text': 'предпочитают не трогать некоторые темы и'}
{'start': 765.899, 'duration': 4.141, 'text': 'некоторых людей а в общем гражданские'}
{'start': 768.36, 'duration': 3.479, 'text': 'права остались только у миллионеров'}
{'start': 770.04, 'duration': 4.64, 'text': 'включая право говорить Что хочешь'}
{'start': 771.839, 'duration': 2.841, 'text': 'специалисты'}
