{'start': 0.0, 'duration': 4.86, 'text': 'девушка проклята оборотнем после'}
{'start': 282.06, 'duration': 4.98, 'text': 'нужно убедиться что это волк который'}
{'start': 284.46, 'duration': 5.04, 'text': 'напал и забрал Эллен прежде чем он'}
{'start': 287.04, 'duration': 4.32, 'text': 'сможет это сделать на следующий день Лив'}
{'start': 289.5, 'duration': 4.62, 'text': 'получает звонок от илерта который'}
{'start': 291.36, 'duration': 5.52, 'text': 'сообщает что они уже нашли тело Элен'}
{'start': 294.12, 'duration': 5.4, 'text': 'услышав это лиф быстро встречается с'}
{'start': 296.88, 'duration': 5.16, 'text': 'элертом в больнице Где осматривают те'}
{'start': 299.52, 'duration': 5.04, 'text': 'лей По его словам врача Элин нашли в'}
{'start': 302.04, 'duration': 5.099, 'text': 'полутора милях от места преступления и'}
{'start': 304.56, 'duration': 4.859, 'text': 'можно подтвердить что царапины И следы'}
{'start': 307.139, 'duration': 5.461, 'text': 'укусов на ее теле сделаны животным'}
{'start': 309.419, 'duration': 5.041, 'text': 'Однако она также отмечает что эти раны'}
{'start': 312.6, 'duration': 4.56, 'text': 'слишком велики для него как будто'}
{'start': 314.46, 'duration': 4.62, 'text': 'исходит от волка обычного размера в то'}
{'start': 317.16, 'duration': 4.86, 'text': 'же время эйлерт не может вынести этого'}
{'start': 319.08, 'duration': 5.58, 'text': 'жуткого зрелища поэтому оставляет ли в'}
{'start': 322.02, 'duration': 4.5, 'text': 'при себе когда Шериф уходит доктор дает'}
{'start': 324.66, 'duration': 4.979, 'text': 'Лив листок бумаги с контактной'}
{'start': 326.52, 'duration': 5.76, 'text': 'информацией некоего человека говоря что'}
{'start': 329.639, 'duration': 5.101, 'text': 'именно он является экспертом когда дело'}
{'start': 332.28, 'duration': 4.859, 'text': 'касается хищных животных выйдя из'}
{'start': 334.74, 'duration': 4.92, 'text': 'комнаты Лив застает Элли рта который'}
{'start': 337.139, 'duration': 4.801, 'text': 'пытается помешать мэру увидеть тело ее'}
{'start': 339.66, 'duration': 5.64, 'text': 'дочери в связи с этим лиф присоединяется'}
{'start': 341.94, 'duration': 6.24, 'text': 'к уговорам объясняя что доктор еще не'}
{'start': 345.3, 'duration': 5.28, 'text': 'закончил осмотр Элен затем Лив звонит по'}
{'start': 348.18, 'duration': 3.9, 'text': 'номеру который дал доктор и её'}
{'start': 350.58, 'duration': 4.08, 'text': 'направляют в норвежскую школу'}
{'start': 352.08, 'duration': 4.5, 'text': 'ветеринарии затем Мужчина говорит с'}
{'start': 354.66, 'duration': 4.979, 'text': 'профессором по имени Уильяма звонке'}
{'start': 356.58, 'duration': 5.82, 'text': 'который он получил отлив и объясняет'}
{'start': 359.639, 'duration': 5.221, 'text': 'это произошло нападение волка удивленное'}
{'start': 362.4, 'duration': 4.5, 'text': 'Уильям говорит что волки обычно не'}
{'start': 364.86, 'duration': 4.559, 'text': 'нападают на людей тогда Мужчина говорит'}
{'start': 366.9, 'duration': 5.1, 'text': 'что именно по этой причине он отправляет'}
{'start': 369.419, 'duration': 5.701, 'text': 'Уильяма в небо чтобы определить является'}
{'start': 372.0, 'duration': 4.979, 'text': 'ли Хищник волком или другим животным тем'}
{'start': 375.12, 'duration': 4.919, 'text': 'временем тали Возвращается на Место'}
{'start': 376.979, 'duration': 5.521, 'text': 'преступления и слышит Как Элен зовет ее'}
{'start': 380.039, 'duration': 5.341, 'text': 'сбитая с толку она оглядывается по'}
{'start': 382.5, 'duration': 4.86, 'text': 'сторонам пока не видит ее в лесу но и'}
{'start': 385.38, 'duration': 4.92, 'text': 'она тут же исчезает из поля ее зрения'}
{'start': 387.36, 'duration': 5.22, 'text': 'ночью Таинственный человек пробирается в'}
{'start': 390.3, 'duration': 4.619, 'text': 'больницу чтобы лично увидеть Мёртвое'}
{'start': 392.58, 'duration': 4.14, 'text': 'тело Илин на следующий день Этот человек'}
{'start': 394.919, 'duration': 4.201, 'text': 'приходит в полицейский участок'}
{'start': 396.72, 'duration': 4.56, 'text': 'разговаривает слив он представляется'}
{'start': 399.12, 'duration': 5.1, 'text': 'ларсом и утверждает что уже давно'}
{'start': 401.28, 'duration': 5.46, 'text': 'охотится на волка убившего Элин в это'}
{'start': 404.22, 'duration': 5.4, 'text': 'время он спрашивает её знает ли она'}
{'start': 406.74, 'duration': 5.76, 'text': 'ликантропах заявляя что зверь которого'}
{'start': 409.62, 'duration': 5.16, 'text': 'Они ищут на самом деле оборотень лифт'}
{'start': 412.5, 'duration': 4.68, 'text': 'думает что Ларс просто издевается над'}
{'start': 414.78, 'duration': 4.8, 'text': 'ней но он настаивает на том что они'}
{'start': 417.18, 'duration': 4.44, 'text': 'должны найти его немедленно и остановить'}
{'start': 419.58, 'duration': 4.98, 'text': 'редакцию пока она не распространилась'}
{'start': 421.62, 'duration': 5.46, 'text': 'говоря что кровная линия оборотня должна'}
{'start': 424.56, 'duration': 5.34, 'text': 'быть прервана разозлившись Лев'}
{'start': 427.08, 'duration': 5.339, 'text': 'приказывает ему уйти и он подчиняется но'}
{'start': 429.9, 'duration': 4.98, 'text': 'он говорит ей что находится в кемпинге'}
{'start': 432.419, 'duration': 4.56, 'text': 'если им когда-нибудь понадобится его'}
{'start': 434.88, 'duration': 4.379, 'text': 'помощь в охоте на оборотня а перед'}
{'start': 436.979, 'duration': 5.461, 'text': 'уходом он дает ей серебряную пулю'}
{'start': 439.259, 'duration': 5.88, 'text': 'указывая что это единственное что может'}
{'start': 442.44, 'duration': 4.44, 'text': 'его убить в другой части города тали'}
{'start': 445.139, 'duration': 4.201, 'text': 'встречается с йоханом в местной'}
{'start': 446.88, 'duration': 4.98, 'text': 'закусочной где Йохан извиняется перед'}
{'start': 449.34, 'duration': 5.22, 'text': 'ней за то что привел ее на вечеринку в'}
{'start': 451.86, 'duration': 5.1, 'text': 'тот вечер когда они заканчивают есть та'}
{'start': 454.56, 'duration': 4.979, 'text': 'ли выходит первый а Йохан расплачивается'}
{'start': 456.96, 'duration': 5.28, 'text': 'за их еду в этот момент она сталкивается'}
{'start': 459.539, 'duration': 5.28, 'text': 'с видором одним из друзей Элен который'}
{'start': 462.24, 'duration': 5.1, 'text': 'также присутствует на празднике и он'}
{'start': 464.819, 'duration': 5.16, 'text': 'насмехается над ней говоря что ходят'}
{'start': 467.34, 'duration': 5.16, 'text': 'слухи о том что тали специально оставила'}
{'start': 469.979, 'duration': 5.041, 'text': 'или умирать он также смеется над ее'}
{'start': 472.5, 'duration': 4.56, 'text': 'раной говоря что она может заразиться'}
{'start': 475.02, 'duration': 4.5, 'text': 'бешенством из-за этого тали просто'}
{'start': 477.06, 'duration': 5.039, 'text': 'садится на велосипед и уезжает Оста'}
{'start': 479.52, 'duration': 4.56, 'text': 'фьюхана который только что вышел из'}
{'start': 482.099, 'duration': 4.981, 'text': 'закусочной она сразу же возвращается'}
{'start': 484.08, 'duration': 6.059, 'text': 'домой и осматривает свою рану Лив также'}
{'start': 487.08, 'duration': 5.519, 'text': 'находится в доме в виде что ее Рана не'}
{'start': 490.139, 'duration': 4.741, 'text': 'улучшается ли в говорит что им нужно'}
{'start': 492.599, 'duration': 4.681, 'text': 'провериться но талии не хочет этого'}
{'start': 494.88, 'duration': 5.099, 'text': 'делать это приводит к очередному спору'}
{'start': 497.28, 'duration': 4.74, 'text': 'пока не выясняется что тали вообще не'}
{'start': 499.979, 'duration': 4.5, 'text': 'хочет переезжать в небо на следующий'}
{'start': 502.02, 'duration': 4.92, 'text': 'день она идет в школу и юхан извиняется'}
{'start': 504.479, 'duration': 5.101, 'text': 'что не смог ничего сделать с ведаром'}
{'start': 506.94, 'duration': 5.279, 'text': 'когда тот приставал к ней вчера позже на'}
{'start': 509.58, 'duration': 4.98, 'text': 'уроке дали чувствует себя странно ее'}
{'start': 512.219, 'duration': 4.981, 'text': 'чувства начинают обостряться внезапно'}
{'start': 514.56, 'duration': 5.039, 'text': 'когда ее одноклассника оглядывается на'}
{'start': 517.2, 'duration': 4.68, 'text': 'неё Она видит иллюзию что у ее'}
{'start': 519.599, 'duration': 5.161, 'text': 'одноклассника зубы оборотня которая'}
{'start': 521.88, 'duration': 5.34, 'text': 'рычит на неё испугавшись она встает со'}
{'start': 524.76, 'duration': 4.56, 'text': 'своего места и прерывает весь урок из-за'}
{'start': 527.22, 'duration': 4.679, 'text': 'этого она чувствует себя неловко и'}
{'start': 529.32, 'duration': 5.22, 'text': 'решает покинуть класс направившись прямо'}
{'start': 531.899, 'duration': 5.581, 'text': 'в женский туалет Однако она снова Слышит'}
{'start': 534.54, 'duration': 4.859, 'text': 'голос Элен и на этот раз она плачет в'}
{'start': 537.48, 'duration': 5.1, 'text': 'своей галлюцинации Лин кричит Ната'}
{'start': 539.399, 'duration': 6.481, 'text': 'обвиняя её в своей смерти травмированная'}
{'start': 542.58, 'duration': 6.06, 'text': 'она убегает пока не падает на поле плача'}
{'start': 545.88, 'duration': 5.459, 'text': 'в это же время в небо пребывает уильямы'}
{'start': 548.64, 'duration': 5.04, 'text': 'вместе с лифы ильярдом осматривает тело'}
{'start': 551.339, 'duration': 4.62, 'text': 'Элен лиф также показывает ему коготь'}
{'start': 553.68, 'duration': 5.099, 'text': 'которой она взяла с места преступления'}
{'start': 555.959, 'duration': 5.701, 'text': 'получив всю информацию Уильям утверждает'}
{'start': 558.779, 'duration': 5.401, 'text': 'что на Элен действительно напал волк но'}
{'start': 561.66, 'duration': 5.4, 'text': 'он поддерживает мнение доктора о том что'}
{'start': 564.18, 'duration': 6.06, 'text': 'волк которого Они ищут больше обычного'}
{'start': 567.06, 'duration': 4.92, 'text': 'волка услышав это элленд говорит что'}
{'start': 570.24, 'duration': 4.02, 'text': 'сейчас же займётся оформлением'}
{'start': 571.98, 'duration': 4.56, 'text': 'разрешения на охоту через некоторое'}
{'start': 574.26, 'duration': 4.44, 'text': 'время они начинают Охоту на волка с'}
{'start': 576.54, 'duration': 4.5, 'text': 'помощью профессиональных охотников и'}
{'start': 578.7, 'duration': 4.62, 'text': 'журналиста используя собаку для поиска'}
{'start': 581.04, 'duration': 4.979, 'text': 'волка они приходят в ужас когда'}
{'start': 583.32, 'duration': 5.16, 'text': 'обнаруживают в лесу тело обезглавленного'}
{'start': 586.019, 'duration': 5.341, 'text': 'человека увидев это Эйлер начинает'}
{'start': 588.48, 'duration': 4.5, 'text': 'испытывать приступы паники и просят лиф'}
{'start': 591.36, 'duration': 5.099, 'text': 'на время взять на себя ответственность'}
{'start': 592.98, 'duration': 5.88, 'text': 'следуя приказу шерифа она поручает двум'}
{'start': 596.459, 'duration': 4.38, 'text': 'охотникам охранять лес а сама с'}
{'start': 598.86, 'duration': 4.08, 'text': 'остальными он продолжает поиски волка'}
{'start': 600.839, 'duration': 4.5, 'text': 'чуть позже лифы остальные находят'}
{'start': 602.94, 'duration': 5.04, 'text': 'заброшенную шахту поскольку никто из'}
{'start': 605.339, 'duration': 5.101, 'text': 'мужчин не хочет этого делать Лев решает'}
{'start': 607.98, 'duration': 4.859, 'text': 'зайти внутрь и проверить ее там Она'}
{'start': 610.44, 'duration': 4.98, 'text': 'находит яму и спускается в неё но'}
{'start': 612.839, 'duration': 4.801, 'text': 'лестница ломается в результате чего она'}
{'start': 615.42, 'duration': 4.7, 'text': 'падает и видит голову человека который'}
{'start': 617.64, 'duration': 4.92, 'text': 'был раньше тем временем двое охотников'}
{'start': 620.12, 'duration': 5.5, 'text': 'оставшихся охранять труп начинают'}
{'start': 622.56, 'duration': 5.64, 'text': 'нервничать услышав шум неподалеку один'}
{'start': 625.62, 'duration': 5.159, 'text': 'из них говорит что им нужно уходить как'}
{'start': 628.2, 'duration': 5.28, 'text': 'можно скорее но другой указывает на то'}
{'start': 630.779, 'duration': 4.981, 'text': 'что они должны выполнить приказ слив к'}
{'start': 633.48, 'duration': 5.22, 'text': 'несчастью для них появляется Волк и'}
{'start': 635.76, 'duration': 6.12, 'text': 'нападает убивая двух охотников их крики'}
{'start': 638.7, 'duration': 5.1, 'text': 'слышат другие охотники охраняющие шахту'}
{'start': 641.88, 'duration': 4.62, 'text': 'они пытаются связаться со своими'}
{'start': 643.8, 'duration': 5.039, 'text': 'друзьями но волк появляется как раз'}
{'start': 646.5, 'duration': 4.98, 'text': 'вовремя чтобы убить оставшихся охотников'}
{'start': 648.839, 'duration': 5.041, 'text': 'тем временем который следит за'}
{'start': 651.48, 'duration': 4.799, 'text': 'происходящим внутри проверяет что'}
{'start': 653.88, 'duration': 5.459, 'text': 'происходит снаружи но и на него нападает'}
{'start': 656.279, 'duration': 5.641, 'text': 'волк с другой стороны журналист в страхе'}
{'start': 659.339, 'duration': 5.461, 'text': 'наступает назад и не замечает яму позади'}
{'start': 661.92, 'duration': 4.74, 'text': 'себя в результате чего падает замертво в'}
{'start': 664.8, 'duration': 4.2, 'text': 'это время Лив взбирается по лестнице'}
{'start': 666.66, 'duration': 5.46, 'text': 'оказывается лицом к лицу с волком'}
{'start': 669.0, 'duration': 5.579, 'text': 'который сбивает ее с ног сломав при этом'}
{'start': 672.12, 'duration': 5.219, 'text': 'руку волк медленно приближается к ней'}
{'start': 674.579, 'duration': 4.981, 'text': 'пока она стреляет в него но ничего не'}
{'start': 677.339, 'duration': 5.221, 'text': 'происходит словно пули вообще не'}
{'start': 679.56, 'duration': 5.76, 'text': 'действует на животное что еще хуже у нее'}
{'start': 682.56, 'duration': 5.279, 'text': 'заканчиваются патроны в этот момент волк'}
{'start': 685.32, 'duration': 5.1, 'text': 'бросается на неё и она успевает зарядить'}
{'start': 687.839, 'duration': 5.281, 'text': 'серебряную пулю и выстрелить волка в'}
{'start': 690.42, 'duration': 5.46, 'text': 'последний раз к счастью серебряная пуля'}
{'start': 693.12, 'duration': 5.219, 'text': 'срабатывает и Лев выживает получив лишь'}
{'start': 695.88, 'duration': 4.74, 'text': 'перелом руки а или арты за случившегося'}
{'start': 698.339, 'duration': 5.461, 'text': 'находится в коме пока она осматривает'}
{'start': 700.62, 'duration': 5.04, 'text': 'шерифа появляется мэр и благодарит ее за'}
{'start': 703.8, 'duration': 4.38, 'text': 'убийство волка похвалив за хорошо'}
{'start': 705.66, 'duration': 4.98, 'text': 'выполненную работу после этого они'}
{'start': 708.18, 'duration': 4.68, 'text': 'вдвоем встречаются со СМИ и заверяют их'}
{'start': 710.64, 'duration': 5.04, 'text': 'что в городе небо больше нет опасности'}
{'start': 712.86, 'duration': 5.58, 'text': 'позже той же ночью Дженни просыпается от'}
{'start': 715.68, 'duration': 6.06, 'text': 'того что их собака скулит глядя в окно'}
{'start': 718.44, 'duration': 5.82, 'text': 'посмотрев Женя шокирована Когда видит'}
{'start': 721.74, 'duration': 4.8, 'text': 'что Талис смотрит через ее комнату с'}
{'start': 724.26, 'duration': 4.98, 'text': 'Широко открытыми глазами и жуткой'}
{'start': 726.54, 'duration': 5.46, 'text': 'улыбкой увидев что ее старшая сестра'}
{'start': 729.24, 'duration': 5.52, 'text': 'уходит она следует за ней и возвращает'}
{'start': 732.0, 'duration': 5.519, 'text': 'ее в свою комнату в это время тали'}
{'start': 734.76, 'duration': 5.819, 'text': 'которая как оказалось ходила во сне'}
{'start': 737.519, 'duration': 5.641, 'text': 'просыпается и недоумевает почему ее'}
{'start': 740.579, 'duration': 5.401, 'text': 'сестра находится в её комнате Дженни'}
{'start': 743.16, 'duration': 5.34, 'text': 'рассказывает ей что произошло но тали'}
{'start': 745.98, 'duration': 5.16, 'text': 'чувствует себя такую уставшей словно не'}
{'start': 748.5, 'duration': 5.16, 'text': 'спала уже несколько месяцев зная это'}
{'start': 751.14, 'duration': 5.42, 'text': 'Дженни обещает всегда заботиться о тале'}
{'start': 753.66, 'duration': 5.16, 'text': 'когда наступает утро Лив отправляется в'}
{'start': 756.56, 'duration': 4.66, 'text': 'Сельскохозяйственный колледж небо где'}
{'start': 758.82, 'duration': 4.92, 'text': 'Уильям осматривает труп волка По его'}
{'start': 761.22, 'duration': 4.38, 'text': 'словам Несмотря на то что все ее'}
{'start': 763.74, 'duration': 4.8, 'text': 'выстрелы попали в волка именно'}
{'start': 765.6, 'duration': 5.58, 'text': 'серебряная пуля убила его все свинцовые'}
{'start': 768.54, 'duration': 5.28, 'text': 'пули попавшие в волка якобы достаточно'}
{'start': 771.18, 'duration': 4.86, 'text': 'чтобы убить его но не причинили'}
{'start': 773.82, 'duration': 5.28, 'text': 'животному Практически никакого вреда'}
{'start': 776.04, 'duration': 5.099, 'text': 'серебряная пуля не просто ранил волка но'}
{'start': 779.1, 'duration': 4.56, 'text': 'и это была обильные кровотечение и'}
{'start': 781.139, 'duration': 5.041, 'text': 'растворила ткани вокруг раны что привело'}
{'start': 783.66, 'duration': 5.28, 'text': 'к его смерти он также показывает ей'}
{'start': 786.18, 'duration': 5.159, 'text': 'волчью лапу из которой растет ноготь Что'}
{'start': 788.94, 'duration': 3.959, 'text': 'означает что коготь который она'}
{'start': 791.339, 'duration': 3.721, 'text': 'извлекала раньше действительно'}
{'start': 792.899, 'duration': 4.74, 'text': 'принадлежал этому Волку поскольку'}
{'start': 795.06, 'duration': 4.92, 'text': 'предполагается что волки не способны'}
{'start': 797.639, 'duration': 4.801, 'text': 'отращивать лапы он позвонил своему'}
{'start': 799.98, 'duration': 5.22, 'text': 'коллеге Чтобы узнать его мнение по этому'}
{'start': 802.44, 'duration': 4.8, 'text': 'вопросу и тот сказал что это может быть'}
{'start': 805.2, 'duration': 5.04, 'text': 'оборотень имея под рукой всю эту'}
{'start': 807.24, 'duration': 5.7, 'text': 'информацию лифы Уильям идут кларсу чтобы'}
{'start': 810.24, 'duration': 5.46, 'text': 'спросить что он знает об оборотнях по'}
{'start': 812.94, 'duration': 5.88, 'text': 'словам ларса оборотень которого убила'}
{'start': 815.7, 'duration': 5.819, 'text': 'Лев жил очень долгое время показывая им'}
{'start': 818.82, 'duration': 5.28, 'text': 'книгу он Объясняет что Викинги привезли'}
{'start': 821.519, 'duration': 4.801, 'text': 'его из Европы очень давно а его'}
{'start': 824.1, 'duration': 4.679, 'text': 'конкретное происхождение до сих пор'}
{'start': 826.32, 'duration': 5.579, 'text': 'неизвестно молодой оборотень похож на'}
{'start': 828.779, 'duration': 5.581, 'text': 'больную бешенством собаку дикую безумную'}
{'start': 831.899, 'duration': 5.461, 'text': 'кровожадную в это время лифт спрашивает'}
{'start': 834.36, 'duration': 5.94, 'text': 'что произойдет если инфекция начнет'}
